ts,dt,open,high,low,close,base_volume,quote_volume,ema8,ema20,ema21,ema50,ema100,ema200,rsi14,atr14,plus_di14,minus_di14,adx14
1777114800000,2026-04-25T11:00:00+00:00,271.12,271.15,270.75,270.96,633.25,171545.3946,270.96,270.96,270.96,270.96,270.96,270.96,,,,,
1777118400000,2026-04-25T12:00:00+00:00,270.96,270.96,270.67,270.67,158.74,42994.5571,270.8955555555555,270.9323809523809,270.93363636363637,270.9486274509804,270.9542574257426,270.9571144278607,,,,,
1777122000000,2026-04-25T13:00:00+00:00,270.67,270.75,270.52,270.67,130.89,35419.844,270.8454320987654,270.9073922902494,270.9096694214876,270.9377008842753,270.9486285658269,270.954257567882,,,,,
1777125600000,2026-04-25T14:00:00+00:00,270.67,270.68,270.54,270.68,14.08,3810.1115,270.80866941015086,270.8857358816542,270.88879038317054,270.9275949672449,270.94330918828575,270.9515286368583,,,,,
1777129200000,2026-04-25T15:00:00+00:00,270.68,270.77,270.63,270.63,8.76,2371.4789,270.76896509678403,270.86138008340146,270.8652639847005,270.91592457637256,270.93710504594344,270.9483293469394,,,,,
1777132800000,2026-04-25T16:00:00+00:00,270.63,270.66,270.51,270.58,61.16,16548.1878,270.72697285305424,270.8345819802204,270.8393308951823,270.90275106357365,270.93003365889507,270.9446643783131,,,,,
1777136400000,2026-04-25T17:00:00+00:00,270.58,270.59,270.5,270.57,13.57,3670.9735,270.69208999681996,270.8093836963899,270.81484626834754,270.8897020022571,270.92290427951104,270.9409363745488,,,,,
1777140000000,2026-04-25T18:00:00+00:00,270.57,270.66,270.57,270.66,5.54,1499.2103,270.68495888641553,270.7951566776861,270.8007693348614,270.88069408059994,270.9176982541742,270.93814098773737,,,,,
1777143600000,2026-04-25T19:00:00+00:00,270.66,270.77,270.65,270.65,9.38,2539.4137,270.67719024498984,270.7813322321922,270.7870630316922,270.87164725390977,270.912397298646,270.93527391323255,,,,,
1777147200000,2026-04-25T20:00:00+00:00,270.65,270.74,270.46,270.57,157.73,42679.0598,270.65337019054766,270.7612053529358,270.7673300288111,270.8598179498349,270.9056171541184,270.9316393469317,,,,,
1777150800000,2026-04-25T21:00:00+00:00,270.57,271.24,270.57,270.96,52.6,14250.8909,270.7215101482037,270.7801381764657,270.7848454807374,270.86374665768454,270.9066940421556,270.93192154248464,,,,,
1777154400000,2026-04-25T22:00:00+00:00,270.96,271.11,270.79,270.79,52.04,14099.1143,270.73673011526955,270.78107739775464,270.7853140733976,270.860854631893,270.90438326904365,270.93050938783307,,,,,
1777158000000,2026-04-25T23:00:00+00:00,270.79,271.06,270.64,270.83,262.43,71076.6135,270.7574567563207,270.78573669320656,270.7893764303615,270.8596446463286,270.90291033302293,270.9295092944218,,,,,
1777161600000,2026-04-26T00:00:00+00:00,270.83,271.11,270.78,270.78,50.53,13690.7344,270.76246636602724,270.78519034147257,270.78852402760134,270.85652132686477,270.9004764650423,270.92802163975097,,,,,
1777165200000,2026-04-26T01:00:00+00:00,270.78,271.04,270.65,270.75,123.51,33448.929,270.75969606246565,270.78183888037995,270.7850218432739,270.8523440199289,270.89749673306125,270.92625028015146,41.732283464567246,0.26142857142858134,22.404371584698417,22.67759562841556,
1777168800000,2026-04-26T02:00:00+00:00,270.75,270.82,270.63,270.82,52.18,14126.3757,270.77309693747327,270.78547327272474,270.78820167570353,270.85107562699056,270.89596214428775,270.92519306343354,44.997141223556504,0.2563265306122539,21.218152866241113,22.034235668789588,
1777172400000,2026-04-26T03:00:00+00:00,270.82,270.82,270.63,270.72,35.55,9623.5239,270.7612976180348,270.77923772294145,270.78200152336683,270.84593540632426,270.8924777453909,270.9231513414093,41.426084139775156,0.2515889212828071,20.073584796337318,20.845645750043296,
1777176000000,2026-04-26T04:00:00+00:00,270.72,270.75,270.67,270.69,15.77,4269.1445,270.74545370291594,270.7707388921851,270.7736377485153,270.8398202923508,270.88846828508616,270.92083142756445,40.390472922291075,0.23933256976260545,19.59430945596067,20.34793674272907,
1777179600000,2026-04-26T05:00:00+00:00,270.69,270.97,270.54,270.87,33.64,9106.6198,270.7731306578235,270.7801923310246,270.7823979531957,270.8410038102978,270.8881025764706,270.9203256422156,48.680257836569965,0.2529516719224198,23.427465983669357,17.87721837165587,
