ts,dt,open,high,low,close,base_volume,quote_volume,ema8,ema20,ema21,ema50,ema100,ema200,rsi14,atr14,plus_di14,minus_di14,adx14
1773878400000,2026-03-19T00:00:00+00:00,44.85,45.22,44.7,45.0,4463.19,200945.1304,45.0,45.0,45.0,45.0,45.0,45.0,,,,,
1773892800000,2026-03-19T04:00:00+00:00,45.0,45.0,44.51,44.63,2630.72,117617.3851,44.91777777777778,44.96476190476191,44.96636363636363,44.98549019607843,44.99267326732674,44.996318407960196,,,,,
1773907200000,2026-03-19T08:00:00+00:00,44.63,44.76,44.27,44.43,5959.33,265301.7031,44.809382716049384,44.91383219954649,44.91760330578512,44.96370626682045,44.981531222429176,44.99068339892577,,,,,
1773921600000,2026-03-19T12:00:00+00:00,44.43,45.95,43.6,45.5,20036.79,896783.3979,44.96285322359397,44.96965770435159,44.97054845980466,44.98473739361181,44.99179793089593,44.99575122580213,,,,,
1773936000000,2026-03-19T16:00:00+00:00,45.5,46.43,45.24,46.2,9625.42,442010.4846,45.237774729461975,45.08683316108001,45.0823167816406,45.032394750725075,45.01572272434353,45.007733800669776,,,,,
1773950400000,2026-03-19T20:00:00+00:00,46.2,46.41,46.15,46.3,2921.46,135289.708,45.47382478958154,45.202372860024774,45.19301525603691,45.08210476050056,45.04115395752485,45.020592170812364,,,,,
1773964800000,2026-03-20T00:00:00+00:00,46.3,46.93,46.09,46.67,7044.0,327397.1653,45.73964150300787,45.342146873355745,45.32728659639719,45.14437516204956,45.07340833460356,45.03700418901324,,,,,
1773979200000,2026-03-20T04:00:00+00:00,46.67,46.79,46.05,46.42,3377.89,156821.8857,45.89083228011723,45.444799552083765,45.426624178542895,45.1943996654986,45.100073516096565,45.05076534136136,,,,,
1773993600000,2026-03-20T08:00:00+00:00,46.42,46.65,45.71,46.06,5259.84,242837.0346,45.92842510675785,45.50339007093294,45.48420379867536,45.22834477665552,45.11908196132237,45.06080747726822,,,,,
1774008000000,2026-03-20T12:00:00+00:00,46.06,47.53,44.87,45.48,25833.68,1196138.2808,45.82877508303389,45.50116244512979,45.483821635159416,45.23821360894354,45.12622885317737,45.06497854714615,,,,,
