ts,dt,open,high,low,close,base_volume,quote_volume,ema8,ema20,ema21,ema50,ema100,ema200,rsi14,atr14,plus_di14,minus_di14,adx14
1773806400000,2026-03-18T04:00:00+00:00,1.4565,1.4679,1.4292,1.4381,1539011.0,2225468.7306,1.4381,1.4381,1.4381,1.4381,1.4381,1.4381,,,,,
1773820800000,2026-03-18T08:00:00+00:00,1.4381,1.4577,1.4229,1.4334,1579028.0,2281934.671,1.4370555555555555,1.4376523809523807,1.4376727272727272,1.43791568627451,1.4380069306930692,1.4380532338308458,,,,,
1773835200000,2026-03-18T12:00:00+00:00,1.4334,1.4363,1.3775,1.3848,2680245.0,3763162.4849,1.4254432098765433,1.432618820861678,1.4328661157024791,1.4358327181853134,1.4369533281050877,1.4375233509071559,,,,,
1773849600000,2026-03-18T16:00:00+00:00,1.3848,1.404,1.3706,1.3899,971199.0,1345701.9789,1.417544718792867,1.4285503617319943,1.428960105184072,1.4340314351192227,1.4360215790336999,1.437049486719025,,,,,
1773864000000,2026-03-18T20:00:00+00:00,1.3899,1.4034,1.3784,1.3854,729734.0,1012845.3622,1.4104014479500075,1.4244408034718044,1.4250000956218836,1.4321243200165081,1.435019171528082,1.43653556147804,,,,,
1773878400000,2026-03-19T00:00:00+00:00,1.3854,1.3954,1.368,1.3841,850787.0,1175472.4542,1.4045566817388948,1.4205988221887753,1.4212819051108032,1.430241013349194,1.4340108711017834,1.4360138145976615,,,,,
1773892800000,2026-03-19T04:00:00+00:00,1.3841,1.3846,1.3419,1.3528,1658755.0,2258650.5786,1.3930551969080291,1.41414179150413,1.4150562773734574,1.427204110864912,1.4324027350403619,1.435185816442461,,,,,
1773907200000,2026-03-19T08:00:00+00:00,1.3528,1.3624,1.3459,1.3536,689115.0,933120.749,1.3842873753729115,1.408375906598975,1.4094693430667795,1.4243176751447195,1.4308422848415427,1.4343740172738793,,,,,
1773921600000,2026-03-19T12:00:00+00:00,1.3536,1.3543,1.3206,1.3345,1573396.0,2098907.7153,1.373223514178931,1.4013401059705013,1.4026539482425269,1.4207954133743383,1.4289345168248784,1.4333802459577212,,,,,
1773936000000,2026-03-19T16:00:00+00:00,1.3345,1.3498,1.3213,1.3433,1220684.0,1628255.0999,1.3665738443613908,1.3958124768304534,1.3972581347659334,1.417756377555737,1.427238783818445,1.4324839251024206,,,,,
1773950400000,2026-03-19T20:00:00+00:00,1.3433,1.3454,1.3214,1.3343,1469766.0,1959172.9081,1.3594018789477484,1.3899541457037436,1.3915346679690304,1.414483578435904,1.425398411861644,1.4315069706237895,,,,,
1773964800000,2026-03-20T00:00:00+00:00,1.3343,1.3587,1.3319,1.3442,1430584.0,1928585.927,1.3560236836260267,1.385596608017673,1.3872315163354823,1.4117273596737119,1.423790522517849,1.430638244547931,,,,,
1773979200000,2026-03-20T04:00:00+00:00,1.3442,1.3639,1.3375,1.3498,1335621.0,1803884.5794,1.3546406428202429,1.382187407254085,1.3838286512140747,1.4092988357649388,1.4223253636561095,1.4298338839056632,,,,,
1773993600000,2026-03-20T08:00:00+00:00,1.3498,1.3589,1.3289,1.3332,1185293.0,1588938.1106,1.3498760555268556,1.377521939896553,1.3792260465582498,1.4063145676957254,1.42056050496985,1.4288723527225224,,,,,
1774008000000,2026-03-20T12:00:00+00:00,1.3332,1.3431,1.3141,1.3307,2036034.0,2709424.7441,1.345614709854221,1.3730627075254527,1.374814587780227,1.4033492905311873,1.4187810890298531,1.4278955133919502,17.99761620977347,0.031214285714285687,4.233409610983976,32.90617848970253,
1774022400000,2026-03-20T16:00:00+00:00,1.3307,1.3376,1.3083,1.3217,1429427.0,1892778.0667,1.3403003298866163,1.368171021094457,1.3699859888911152,1.40014735756918,1.4168586912272818,1.426838841616906,17.01482187743774,0.03107755102040813,3.948318886262145,32.02324665090625,
1774036800000,2026-03-20T20:00:00+00:00,1.3217,1.3357,1.3108,1.3148,985257.0,1302792.0834,1.3346335899118125,1.3630880667045087,1.3649690808101047,1.3968004023703888,1.4148377270445633,1.4257240272724594,16.280790848714062,0.03063629737609327,3.719101658220917,30.164156733994734,
1774051200000,2026-03-21T00:00:00+00:00,1.3148,1.3218,1.3111,1.3138,811531.0,1067201.6819,1.330003903264743,1.3583939651136032,1.360317346191004,1.3935454846303736,1.412836979974374,1.4246103553593006,16.171901925485187,0.029212276134943763,3.621798173404324,29.374966806829473,
1774065600000,2026-03-21T04:00:00+00:00,1.3138,1.3201,1.3114,1.3151,555975.0,731735.6661,1.3266919247614668,1.3542707303408792,1.3562066783554583,1.3904691911154572,1.4109015942323073,1.4235207000820937,16.94954136194214,0.027747113553876362,3.5406838311672066,28.71708058658946,
1774080000000,2026-03-21T08:00:00+00:00,1.3151,1.3217,1.3093,1.3132,478457.0,628647.9773,1.3236937192589187,1.3503592322131763,1.352296980323144,1.3874390267579884,1.4089669091980042,1.4224229816733167,16.705622015994507,0.02665089115717092,3.4230129348370246,28.325531633948025,
1774094400000,2026-03-21T12:00:00+00:00,1.3132,1.3292,1.3034,1.329,1417797.0,1862100.487,1.3248728927569366,1.3483250196214454,1.3501790730210401,1.3851473002184596,1.4073834060455683,1.4214933997661194,26.214853294420436,0.026590113217373004,5.200489561130233,26.36239940242591,
1774108800000,2026-03-21T16:00:00+00:00,1.329,1.3319,1.3159,1.3195,819909.0,1085480.6299,1.3236789165887286,1.3455797796574982,1.3473900663827636,1.382572896288324,1.4056431405793193,1.4204785400669542,24.410360640815725,0.02583367655898922,5.716958737089663,25.196152066661703,
1774123200000,2026-03-21T20:00:00+00:00,1.3195,1.3248,1.2701,1.2801,1107075.0,1439204.0838,1.3139947129023444,1.3393436101663079,1.3412727876206942,1.3785543513358407,1.4031571377955703,1.4190817386732533,18.670301996997324,0.027895556804775703,4.916222811633024,33.39451473669675,
1774137600000,2026-03-22T00:00:00+00:00,1.2801,1.3054,1.2592,1.2956,1573661.0,2029688.5259,1.3099069989240455,1.335177552055231,1.337120716018813,1.375301239518749,1.4010272934827865,1.4178530646566039,26.03860361790217,0.029203017033005995,4.360679688809356,32.28693205996853,
1774152000000,2026-03-22T04:00:00+00:00,1.2956,1.3035,1.2905,1.2905,871306.0,1130847.0509,1.3055943324964798,1.3309225470975898,1.332882469108012,1.3719757007140923,1.3988386342058996,1.4165858699834037,25.22869470494703,0.02804565867350558,4.2163007453400985,31.217935144041704,
1774166400000,2026-03-22T08:00:00+00:00,1.2905,1.2996,1.2758,1.2767,1002496.0,1291245.3885,1.2991733697194843,1.3257584949930576,1.3277749719163743,1.3682393987253043,1.3964200473899413,1.4151939707795889,23.13204396978651,0.027742397339683755,3.957934059169642,33.08978167623906,
1774180800000,2026-03-22T12:00:00+00:00,1.2767,1.2956,1.2722,1.2852,930996.0,1194286.1869,1.2960681764484878,1.3218957811841952,1.3239045199239765,1.3649829517164689,1.3942176702139029,1.4139004984335233,27.14807328329455,0.02743222610113492,3.716779584649882,32.01101684349772,
1774195200000,2026-03-22T16:00:00+00:00,1.2852,1.2931,1.2706,1.2766,608753.0,779639.1606,1.2917419150154905,1.317581897261891,1.3196041090217967,1.3615169536099407,1.39188860743739,1.412534324319757,25.685862751626757,0.027079924236768138,3.4961956676190518,30.533254007403787,75.85054175989342
