ts,dt,open,high,low,close,base_volume,quote_volume,ema8,ema20,ema21,ema50,ema100,ema200,rsi14,atr14,plus_di14,minus_di14,adx14
1770307200000,2026-02-05T16:00:00+00:00,274.85,281.49,273.79,278.96,56675.86,15697265.2159,278.96,278.96,278.96,278.96,278.96,278.96,,,,,
1770393600000,2026-02-06T16:00:00+00:00,278.96,279.9,276.71,277.22,21649.21,6028214.8601,278.5733333333333,278.7942857142857,278.80181818181813,278.89176470588234,278.9255445544554,278.9426865671642,,,,,
1770480000000,2026-02-07T16:00:00+00:00,277.22,278.23,276.97,277.38,5251.8,1458802.5317,278.3081481481481,278.6595918367347,278.672561983471,278.8324798154556,278.8949397117929,278.9271374470929,,,,,
1770566400000,2026-02-08T16:00:00+00:00,277.38,278.43,273.01,273.33,12083.5,3324076.8832,277.2018930041152,278.1520116618076,278.18687453042816,278.6166962932808,278.7847428858168,278.87144453717156,,,,,
1770652800000,2026-02-09T16:00:00+00:00,273.33,275.44,271.8,274.48,21826.71,5974307.0529,276.5970278920896,277.80229626544497,277.84988593675286,278.4544729092306,278.6995004524343,278.8277485716276,,,,,
1770739200000,2026-02-10T16:00:00+00:00,274.48,279.86,272.95,279.78,29210.91,8040544.5816,277.3043550271808,277.99064900206923,278.0253508515935,278.5064543637706,278.7208964830792,278.8372237102183,,,,,
1770825600000,2026-02-11T16:00:00+00:00,279.78,280.29,267.93,267.93,36968.5,10165121.147,275.2211650211406,277.03249195425315,277.1075916832668,278.0916914475443,278.5072153646023,278.72869412106195,,,,,
1770912000000,2026-02-12T16:00:00+00:00,267.93,268.0,258.52,259.52,46825.45,12273288.1979,271.7320172386649,275.3646355776576,275.50871971206067,277.3633898221504,278.13123090193693,278.5375628362753,,,,,
1770998400000,2026-02-13T16:00:00+00:00,259.52,260.41,254.18,255.11,5559.57,1424439.6232,268.03823563007273,273.43562266549975,273.65429064732785,276.49070786834056,277.67536494348275,278.3044527583024,,,,,
1771084800000,2026-02-14T16:00:00+00:00,255.11,255.4,254.94,255.4,3536.5,902301.1898,265.2297388233899,271.71794431640456,271.99480967938894,275.6636212852684,277.2342686079682,278.07654775573224,,,,,
1771171200000,2026-02-15T16:00:00+00:00,255.4,255.67,254.61,255.27,1382.77,353229.4127,263.0164635293032,270.1514734291279,270.4743724358081,274.86387143094413,276.79933259592923,277.8496169322921,,,,,
1771257600000,2026-02-16T16:00:00+00:00,255.27,261.35,253.64,259.1,10387.47,2670991.5286,262.1461383005692,269.09895215016337,269.44033857800736,274.24568039443653,276.44885076234647,277.66305357973204,,,,,
1771344000000,2026-02-17T16:00:00+00:00,259.1,266.15,259.1,265.13,10563.62,2783639.8766,262.8092186782205,268.72095670729067,269.0484896163703,273.8882027319096,276.2247151036861,277.53834657893873,,,,,
1771430400000,2026-02-18T16:00:00+00:00,265.13,266.76,261.78,263.79,4982.73,1315067.5127,263.02717008306035,268.2513417827868,268.5704451057912,273.49219478163866,275.97848312143486,277.4015471104916,,,,,
1771516800000,2026-02-19T16:00:00+00:00,263.79,264.41,258.35,262.63,12618.03,3293633.1104,262.9389100646025,267.71597589871186,268.03040464162837,273.06622635882934,275.7141567229906,277.254566542228,33.620862587763256,5.4150000000000045,20.459042342698865,36.5387152090752,
1771603200000,2026-02-20T16:00:00+00:00,262.63,264.65,261.15,264.56,15480.91,4090167.9236,263.29915227246863,267.4154067655012,267.7149133105712,272.73264885456155,275.4932823324363,277.1282524472805,36.2777193476232,5.27821428571429,19.814795124355932,34.80807709781242,
