Time Berlin,Update Berlin,Exchange,Symbol,Status,Trade Side,Order Side,Position Side,Order Type,Source,Qty,Order Qty,Limit Price,Avg Price,Quote Volume,Leverage,Margin Mode,TP,SL,Planned Risk $,Planned Reward $,Planned R:R,Risk/Unit,Reward/Unit,Notional $,Est Margin $,Fill Ratio,Entry Slip/Unit $,Entry Slip $,Entry Slip bps,Fee,Realized PnL,Net PnL Est,Order ID,Client OID,Notes
2026-05-12 15:40:05,2026-05-12 15:40:05,Bitget Futures,NVDAUSDT,filled,close,buy,long,market,sys,5.73,5.73,,222.38,1274.2453,6,isolated,,,,,,,,1274.2453,212.3742,1.0,,,,-0.53518302,25.59296308,25.05778006,1438089623887310851,1437819485886083072,
2026-05-12 03:39:06,2026-05-12 03:39:06,Bitget Futures,INTCUSDT,filled,close,buy,long,market,sys,27.65,27.65,,123.4,3412.2328,4,isolated,,,,,,,,3412.2328,853.0582,1.0,,,,-1.43313777,-79.49192682,-80.92506459,1437908183593676802,1437739443596292097,
2026-05-12 03:39:06,2026-05-12 03:39:06,Bitget Futures,INTCUSDT,filled,close,buy,long,market,sys,8.28,8.28,,123.46,1022.2597,4,isolated,,,,,,,,1022.2597,255.5649,1.0,,,,-0.42934907,-23.36347317,-23.79282224,1437908183585288193,1437726211477336065,
2026-05-11 18:37:59,2026-05-12 03:40:19,Bitget Futures,NVDAUSDT,filled,open,buy,long,limit,api,10.4,10.4,217.1,217.1,2257.84,6,isolated,225.8,213.8,34.32,90.48,2.6364,3.3,8.7,2257.84,376.3067,1.0,,,,0,0,0.0,1437772007578693633,tvflow_nvda_20260511_rev_6x_L3,
2026-05-11 18:37:59,2026-05-12 03:33:09,Bitget Futures,NVDAUSDT,filled,open,buy,long,limit,api,8.17,8.17,218.1,218.1,1781.877,6,isolated,224.8,213.8,35.131,54.739,1.5581,4.3,6.7,1781.877,296.9795,1.0,,,,0,0,0.0,1437772004864978945,tvflow_nvda_20260511_rev_6x_L2,
2026-05-11 18:37:58,2026-05-11 22:11:52,Bitget Futures,NVDAUSDT,filled,open,buy,long,limit,api,5.73,5.73,219.13,219.13,1255.6149,6,isolated,222.4,213.8,30.5409,18.7371,0.6135,5.33,3.27,1255.6149,209.2691,1.0,,,,0,0,0.0,1437772001941549057,tvflow_nvda_20260511_rev_6x_L1,
2026-05-11 14:40:31,2026-05-11 16:28:35,Bitget Futures,INTCUSDT,filled,open,buy,long,limit,api,27.65,27.65,125.67,125.67,3474.7755,4,isolated,139.5,123.5,60.0005,382.3995,6.3733,2.17,13.83,3474.7755,868.6939,1.0,,,,0,0,0.0,1437712244350283856,tvflow_intc_20260511_v2_4hsl_L2,
2026-05-11 14:40:30,2026-05-11 15:36:01,Bitget Futures,INTCUSDT,filled,open,buy,long,limit,api,8.28,8.28,128.33,128.33,1062.5724,4,isolated,134.8,123.5,39.9924,53.5716,1.3395,4.83,6.47,1062.5724,265.6431,1.0,,,,0,0,0.0,1437712240680267777,tvflow_intc_20260511_v2_4hsl_L1,
2026-05-05 23:07:31,2026-05-07 08:24:20,Bitget Futures,AAPLUSDT,canceled,open,buy,long,limit,android,0,2,280.2,,0,4,isolated,287.5,270.3,,,,,,,,,,,,0,0,0.0,1435665509704691717,1435665509704691718,
2026-05-01 23:35:30,2026-05-01 23:35:30,Bitget Futures,GMEUSDT,filled,close,buy,long,market,android,27.79,27.79,,28.41,789.5508,2,isolated,,,,,,,,789.5508,394.7754,1.0,,,,-0.33161133,103.07158821,102.73997688,1434222999493046273,1433376116627730432,
2026-05-01 23:20:43,2026-05-01 23:20:43,Bitget Futures,GMEUSDT,filled,close,buy,long,market,android,17.54,17.54,,27.17,476.6074,2,isolated,,,,,,,,476.6074,238.3037,1.0,,,,-0.2001751,43.32760961,43.12743451,1434219279514497027,1433376085086564353,
2026-05-01 20:27:51,2026-05-01 20:27:51,Bitget Futures,GMEUSDT,filled,close,buy,long,market,android,13.33,13.33,,26.3,350.6314,2,isolated,,,,,,,,350.6314,175.3157,1.0,,,,-0.14726518,21.34864026,21.20137508,1434175774486327430,1433013848656310273,
2026-05-01 06:18:35,2026-05-01 13:44:54,Bitget Futures,GMEUSDT,filled,close,buy,long,limit,android,58.65,58.65,24.93,24.93,1462.1445,2,isolated,,,,,,,,1462.1445,731.0723,1.0,,,,0,13.34976191,13.34976191,1433962049984688134,1433962049988882432,
2026-04-29 22:02:53,2026-04-29 22:02:53,Bitget Futures,GOOGLUSDT,filled,close,buy,long,market,sys,5.77,5.77,,358.3,2067.3962,4,isolated,,,,,,,,2067.3962,516.8491,1.0,,,,-0.13438075,61.76941151,61.63503076,1433474917071482883,1433376117705666560,
2026-04-29 16:27:12,2026-04-29 16:27:12,Bitget Futures,GOOGLUSDT,filled,close,buy,long,market,sys,4.3,4.3,,353.34,1519.382,4,isolated,,,,,,,,1519.382,379.8455,1.0,,,,-0.09875983,24.72078848,24.62202865,1433390439678504962,1433318102768021504,
2026-04-29 07:55:35,2026-04-29 15:30:17,Bitget Futures,GOOGLUSDT,filled,open,buy,long,limit,api,5.77,5.77,346.4,346.4,1998.728,4,isolated,358.8,341.2,30.004,71.548,2.3846,5.2,12.4,1998.728,499.682,1.0,,,,0,0,0.0,1433261686591746049,tvflow_googl_20260429_L2,
2026-04-29 07:55:34,2026-04-29 11:39:46,Bitget Futures,GOOGLUSDT,filled,open,buy,long,limit,api,4.3,4.3,349.2,349.2,1501.56,4,isolated,353.4,341.2,34.4,18.06,0.525,8.0,4.2,1501.56,375.39,1.0,,,,0,0,0.0,1433261681713770501,tvflow_googl_20260429_L1,
2026-04-27 19:11:25,2026-04-29 15:30:17,Bitget Futures,GMEUSDT,filled,open,buy,long,limit,api,55.57,55.57,24.45,24.45,1358.6865,2,isolated,28.5,23.85,33.342,225.0585,6.75,0.6,4.05,1358.6865,679.3433,1.0,,,,0,0,0.0,1432706991322198018,tvflow-gme-ladder-20260427-l3,
2026-04-27 19:11:25,2026-04-29 15:30:10,Bitget Futures,GMEUSDT,filled,open,buy,long,limit,api,35.08,35.08,24.8,24.8,869.984,2,isolated,27.1,23.85,33.326,80.684,2.4211,0.95,2.3,869.984,434.992,1.0,,,,0,0,0.0,1432706988700758017,tvflow-gme-ladder-20260427-l2,
2026-04-27 19:11:24,2026-04-28 15:30:46,Bitget Futures,GMEUSDT,filled,open,buy,long,limit,api,26.66,26.66,25.1,25.1,669.166,2,isolated,26.35,23.85,33.325,33.325,1.0,1.25,1.25,669.166,334.583,1.0,,,,0,0,0.0,1432706985806688257,tvflow-gme-ladder-20260427-l1,
2026-04-27 13:00:27,2026-04-27 13:00:27,Bitget Futures,GOOGLUSDT,filled,close,buy,long,market,sys,8.28,8.28,,346.66,2870.3935,6,isolated,,,,,,,,2870.3935,478.3989,1.0,,,,-0.18657557,92.46753389,92.28095832,1432613632003960833,1431048082990047232,
2026-04-23 19:41:19,2026-04-23 19:41:19,Bitget Futures,NVDAUSDT,filled,close,buy,long,market,android,2.84,2.84,,198.49,563.7116,3,isolated,,,,,,,,563.7116,187.9039,1.0,,,,-0.03664125,-0.0284,-0.06504125,1431264962725703681,1430422656596791296,
2026-04-23 15:28:33,2026-04-23 15:28:33,Bitget Futures,GOOGLUSDT,filled,close,buy,long,market,sys,8.24,8.24,,341.05,2810.2709,6,isolated,,,,,,,,2810.2709,468.3785,1.0,,,,-0.1826676,45.7648661,45.5821985,1431201352339058688,1431001998179704833,
2026-04-22 23:11:30,2026-04-23 05:19:35,Bitget Futures,GOOGLUSDT,filled,open,buy,long,limit,api,8.28,8.28,334.8,334.8,2772.144,6,isolated,346.8,330.7,33.948,99.36,2.9268,4.1,12.0,2772.144,462.024,1.0,,,,0,0,0.0,1430955469718581249,tvflow-googl-20260422-l2,
2026-04-22 23:11:29,2026-04-23 02:16:23,Bitget Futures,GOOGLUSDT,filled,open,buy,long,limit,api,8.24,8.24,336.2,336.2,2770.288,6,isolated,341.2,330.7,45.32,41.2,0.9091,5.5,5.0,2770.288,461.7147,1.0,,,,0,0,0.0,1430955466837094401,tvflow-googl-20260422-l1,
2026-04-20 11:57:09,2026-04-20 16:51:16,Bitget Futures,NVDAUSDT,filled,open,buy,long,limit,api,2.84,2.84,198.5,198.5,563.74,3,isolated,205,189.7,24.992,18.46,0.7386,8.8,6.5,563.74,187.9133,1.0,,,,0,0,0.0,1430060988492312577,nvda_oco_A_1,
2026-04-15 16:03:19,2026-04-15 16:03:19,Bitget Futures,TSLAUSDT,filled,close,sell,short,market,sys,4.8,4.8,,372.16,1786.368,3,isolated,,,,,,,,1786.368,595.456,1.0,,,,-0.11611392,-21.78140341,-21.89751733,1428311000259129349,1428102805790400513,
2026-04-15 16:03:19,2026-04-15 16:03:19,Bitget Futures,TSLAUSDT,filled,close,sell,short,market,sys,10.25,10.25,,372.16,3814.64,3,isolated,,,,,,,,3814.64,1271.5467,1.0,,,,-0.2479516,-46.51237187,-46.76032347,1428311000259129346,1428113060603633665,
2026-04-15 16:03:19,2026-04-15 16:03:19,Bitget Futures,TSLAUSDT,filled,close,sell,short,market,sys,7.78,7.78,,372.14,2895.2075,3,isolated,,,,,,,,2895.2075,965.0692,1.0,,,,-0.18818848,-35.1067247,-35.29491318,1428311000246546433,1428112506284417025,
2026-04-14 23:22:28,2026-04-15 02:59:22,Bitget Futures,TSLAUSDT,filled,open,sell,short,limit,api,10.25,10.25,368.1,368.1,3773.025,3,isolated,353.3,372,39.975,151.7,3.7949,3.9,14.8,3773.025,1257.675,1.0,,,,0,0,0.0,1428059125202972673,tvflow-1776201747916-d445239d,
2026-04-14 23:22:23,2026-04-15 02:54:35,Bitget Futures,TSLAUSDT,filled,open,sell,short,limit,api,7.78,7.78,367.5,367.5,2859.15,3,isolated,353.3,372,35.01,110.476,3.1556,4.5,14.2,2859.15,953.05,1.0,,,,0,0,0.0,1428059105338748929,tvflow-1776201743149-ddf365fe,
2026-04-14 23:22:18,2026-04-15 02:16:06,Bitget Futures,TSLAUSDT,filled,open,sell,short,limit,api,4.8,4.8,366.8,366.8,1760.64,3,isolated,358.8,372,24.96,38.4,1.5385,5.2,8.0,1760.64,586.88,1.0,,,,0,0,0.0,1428059084069433564,tvflow-1776201738065-1de47964,
